"tag","patterns__-","responses__-","context__-"
"Loans","How do I obtain a NOC from the bank for fitting an LPG/CNG kit on my vehicle under finance with HDFC Bank","You may obtain the NOC for fitting an LPG/CNG kit on your registered vehicle under finance with us by visiting any of our the Retail Loan Service Center and submitting the following documents: Request form for LPG/CNG NOC. Self attested copy of the Registration Certificate book, duly self attested by you, along with the Original Registration Certificate book for validation. Applicable fee of Rs. 500/- vide a cheque/payorder/demand draft favouring HDFC Bank Ltd Loan Account No. << >>. In case a bearer submits the request on your behalf, a bearer authorisation along with KYC documents (self attested copy and original for validation) of the bearer, i.e. Identity and Signature Proof like PAN Card, Aadhar Card, Driving License or Passport Copy will also need to be provided. View more",""
"Loans","How do I obtain a duplicate NOC/Form 35 for a vehicle loan that has been closed and fully repaid","You may obtain a duplicate NOC/Form 35 for your vehicle by visiting any of our the Retail Loan Service Center and submit the following documents: Request form for Duplicate NOC/Form 35. Self attested copy of the Registration Certificate book, duly self attested by you, along with the Original Registration Certificate book for validation. Applicable fee of Rs. 500/- vide a cheque/payorder/demand draft favouring “HDFC Bank Ltd Loan Account No. << >>. In case a bearer submits the request on your behalf, a bearer authorisation along with KYC documents(self attested copy and original for validation) of the bearer,i.e. Identity and Signature Proof like PAN Card, Aadhar Card, Driving License or Passport Copy will also need to be provided. Please note that the Loan Closure NOC/Form 35 will not be issued if any of the following conditions apply: Copy of RC Book is not submitted The same vehicle is encumbered to the Bank for any other loan facility Any notice from a competent authority restraining the Bank from release of hypothecation If there are any existing over dues, direct or otherwise, in your name View more",""
"Loans","How can I get my address changed in my loan account","In order to change your address in our records, we request you to visit the Retail Loan Service Center and submit the following documents: Request form for Address Change. Self Attested copy of your revised address proof along with the original address proof for validation. In case a bearer submits the request on your behalf, a bearer authorisation along with KYC documents(self attested copy and original for validation) of the bearer,i.e. Identity and Signature Proof like PAN Card, Aadhar Card, Driving License or Passport Copy will also need to be provided.",""
"Loans","What will be done with the post dated cheques if I request to change the mode of repayment/ account for my loan","Post Dated Cheques(PDCs)/Security Cheques submitted towards loan repayment that have not been encashed, will be defaced and retained by the Bank. In case, you wish to have your old Post Dated Cheques(PDCs)/ Security Cheques to be returned to you, kindly lodge a request at the Retail Loan Service Center or through PhoneBanking or write us an email at www.hdfcbank.com/services within 45 days from the date of application of change in repayment instructions. In case, we do not hear from you within the stipulated period, the defaced cheques will be destroyed.",""
"Loans","So how do I get the Loan against Car","To get the Loan against Car, just fill the Online Application Form and our representative will get in touch with you shortly. Or you can also Call us or Visit our branch.",""
"Loans","How long will it take to process loan for Loan against Car","You loan will be processed within 48 Hours where Asset Verification/Valuation is not required.",""
"Loans","Does this require Car verification / Valuation","Non-HDFC Bank financed cars will undergo car valuation and verification. If your car is HDFC Bank financed, it may undergo verification depending on your credit requirements.",""
"Loans","Which cars can be financed for Loan against Car","Any Hatchbacks and Sedans, excluding some models that are out of production can be financed. To know more give us a call or visit a branch.",""
"Loans","What are the tenure options for Loan against Car","The tenure options range from 12-60 months. The vehicle age at the end of Loan against Car tenure should not exceed 7 Years (Private Usage) and 6 Years (Commercial Use).",""
"Loans","Who can avail the Loan against Car","Any applicant owning a car, including a fleet operator or taxi where the present vehicle age is not more than 60 months, can avail of the Loan against Car.",""
"Loans","Do I need a guarantor for Loan against Car","No. The car itself acts as a security.",""
"Loans","How much finance can I avail of on Loan against Car","You can avail finance of up to 100% of original loan amount for a vehicle of 9 - 42 months vintage.",""
"Loans","Do I have an option to pay a skipped/ missed EMI for Loan against Car","Yes, you can pay your missed EMI online. You need to provide your HDFC Bank Loan details, confirm payment towards HDFC Bank Loan account post which you will receive an online transaction confirmation and a Transaction Reference Number. The link for making HDFC Bank overdue loan repayment online is given below. https://www.billdesk.com/pgidsk/pgmerc/hdfcemi/index.jsp .",""
